   M   |   S   |   Method   |      α   
---------------------------------------
   4   |   3    |     FC     |  = 1/3     | runtime:  0.01

   83   |   56    |     FC         EBM     |  = 1/3     | runtime:  0.04

   85   |   56    |     FC     |  = 85/224     | runtime:  0.06

   87   |   56    |     FC     |  = 87/224     | runtime:  0.07

   89   |   56    |     FC     |  = 89/224     | runtime:  0.05

   93   |   56    |    INT         MID     |  = 113/280     | runtime:  0.10

   95   |   56    |    INT        HALF        MID     |  = 45/112     | runtime:  0.06

   97   |   56    |    INT        HALF        MID     |  = 23/56     | runtime:  0.42

   99   |   56    |    MID     |  = 57/140     | runtime:  0.13

   101   |   56    |     FC     |  = 67/168     | runtime:  0.07

   103   |   56    |     FC     |  = 65/168     | runtime:  0.09

   107   |   56    |     FC     |  = 61/168     | runtime:  0.16

   109   |   56    |     FC     |  = 59/168     | runtime:  0.22

   58   |   57    |    EBM     |  = 1/3     | runtime:  0.02

   59   |   57    |    EBM         HBM     |  = 77/228     | runtime:  0.33

   61   |   57    |    EBM     |  = 1/3     | runtime:  0.03

   62   |   57    |    EBM     |  = 1/3     | runtime:  0.02

   64   |   57    |    INT         EBM     |  = 1/3     | runtime:  0.03

   65   |   57    |    HBM         GAP     |  = 58/171     | runtime:  0.08

   67   |   57    |    INT        HALF        EBM     |  = 1/3     | runtime:  0.02

   68   |   57    |    INT        HALF        EBM     |  = 1/3     | runtime:  0.02

   70   |   57    |    HBM         GAP     |  = 61/171     | runtime:  0.06

   71   |   57    |    INT         MID         GAP     |  = 58/171     | runtime:  0.08

   73   |   57    |    GAP     |  = 20/57     | runtime:  0.10

   74   |   57    |    GAP     |  = 46/133     | runtime:  0.15

   77   |   57    |     FC         EBM     |  = 1/3     | runtime:  0.03

   79   |   57    |     FC         EBM     |  = 1/3     | runtime:  0.42

   80   |   57    |     FC         EBM     |  = 1/3     | runtime:  0.04

   82   |   57    |     FC         EBM     |  = 1/3     | runtime:  0.04

   83   |   57    |     FC         EBM     |  = 1/3     | runtime:  0.04

   85   |   57    |     FC         EBM     |  = 1/3     | runtime:  0.04

   86   |   57    |     FC     |  = 43/114     | runtime:  0.05

   88   |   57    |     FC     |  = 22/57     | runtime:  0.05

   89   |   57    |     FC     |  = 89/228     | runtime:  0.06

   91   |   57    |     FC     |  = 91/228     | runtime:  0.06

   92   |   57    |     FC         INT         MID     |  = 23/57     | runtime:  0.15

   94   |   57    |    MID     |  = 31/76     | runtime:  0.08

   97   |   57    |    INT        HALF    |  = 91/228     | runtime:  0.43

   98   |   57    |    INT        HALF        MID     |  = 139/342     | runtime:  0.12

   100   |   57    |    INT         MID     |  = 31/76     | runtime:  0.09

   101   |   57    |    GAP     |  = 371/912     | runtime:  1.63

   103   |   57    |     FC     |  = 68/171     | runtime:  0.10

   104   |   57    |     FC     |  = 67/171     | runtime:  0.09

   106   |   57    |     FC     |  = 65/171     | runtime:  0.11

   107   |   57    |     FC     |  = 64/171     | runtime:  0.13

   109   |   57    |     FC     |  = 62/171     | runtime:  0.32

   110   |   57    |     FC     |  = 61/171     | runtime:  0.19

   59   |   58    |    EBM         HBM     |  = 39/116     | runtime:  0.02

   61   |   58    |    HBM     |  = 59/174     | runtime:  0.10

   63   |   58    |    EBM     |  = 1/3     | runtime:  0.02

   65   |   58    |    INT         EBM     |  = 1/3     | runtime:  0.03

   67   |   58    |    GAP     |  = 119/348     | runtime:  0.24

   69   |   58    |    INT        HALF        EBM     |  = 1/3     | runtime:  0.02

   71   |   58    |    HBM         GAP     |  = 83/232     | runtime:  0.41

   73   |   58    |    INT         HBM         MID         GAP     |  = 103/290     | runtime:  0.41

   75   |   58    |    GAP     |  = 10/29     | runtime:  0.09

   77   |   58    |     FC         INT         EBM         MID         GAP     |  = 39/116     | runtime:  3.09

   79   |   58    |     FC         EBM     |  = 1/3     | runtime:  0.03

   81   |   58    |     FC         EBM     |  = 1/3     | runtime:  0.45

   83   |   58    |     FC         EBM     |  = 1/3     | runtime:  0.04

   85   |   58    |     FC         EBM     |  = 1/3     | runtime:  0.04

   89   |   58    |     FC     |  = 89/232     | runtime:  0.06

   91   |   58    |     FC     |  = 91/232     | runtime:  0.06

   93   |   58    |     FC         INT         MID     |  = 93/232     | runtime:  7.54

   95   |   58    |    GAP     |  = 59/145     | runtime:  0.11

   97   |   58    |    INT         MID     |  = 107/261     | runtime:  0.19

   99   |   58    |    INT        HALF    |  = 23/58     | runtime:  0.05

   101   |   58    |    INT         MID     |  = 191/464     | runtime:  0.17

   103   |   58    |    GAP     |  = 283/696     | runtime:  0.75

   105   |   58    |     FC     |  = 23/58     | runtime:  0.06

   107   |   58    |     FC     |  = 67/174     | runtime:  0.23

   109   |   58    |     FC     |  = 65/174     | runtime:  0.17

   60   |   59    |     FC         INT         MID     |  = 20/59     | runtime:  0.02

   61   |   59    |    EBM     |  = 1/3     | runtime:  0.02

   62   |   59    |    EBM     |  = 20/59     | runtime:  0.02

   63   |   59    |    EBM     |  = 1/3     | runtime:  0.03

   64   |   59    |    EBM     |  = 1/3     | runtime:  0.02

   65   |   59    |    GAP     |  = 121/354     | runtime:  0.16

   66   |   59    |    INT         EBM     |  = 1/3     | runtime:  0.02

   67   |   59    |    HBM     |  = 41/118     | runtime:  0.06

   68   |   59    |    GAP     |  = 101/295     | runtime:  0.49

   69   |   59    |    INT        HALF        EBM     |  = 1/3     | runtime:  0.05

   70   |   59    |    INT        HALF        EBM     |  = 1/3     | runtime:  0.02

   71   |   59    |    INT        HALF        EBM         MID         GAP     |  = 83/236     | runtime:  0.07

   72   |   59    |    GAP     |  = 127/354     | runtime:  0.10

   73   |   59    |    INT         HBM         MID         GAP     |  = 62/177     | runtime:  0.08

   74   |   59    |    INT         HBM         MID         GAP     |  = 104/295     | runtime:  0.09

   75   |   59    |    MID         GAP     |  = 81/236     | runtime:  0.10

   76   |   59    |    GAP     |  = 144/413     | runtime:  0.13

   77   |   59    |    GAP     |  = 203/590     | runtime:  0.27

   78   |   59    |     FC         INT         EBM         MID         GAP     |  = 20/59     | runtime:  0.51

   79   |   59    |     FC         EBM     |  = 1/3     | runtime:  0.03

   80   |   59    |     FC         EBM     |  = 1/3     | runtime:  0.09

   81   |   59    |     FC         EBM     |  = 1/3     | runtime:  0.04

   82   |   59    |     FC         EBM     |  = 1/3     | runtime:  0.04

   83   |   59    |     FC         EBM     |  = 1/3     | runtime:  0.04

   84   |   59    |     FC         EBM     |  = 1/3     | runtime:  0.04

   85   |   59    |     FC         EBM     |  = 1/3     | runtime:  0.04

   86   |   59    |     FC         EBM     |  = 1/3     | runtime:  0.05

   87   |   59    |     FC         EBM     |  = 1/3     | runtime:  0.04

   88   |   59    |     FC         EBM     |  = 1/3     | runtime:  0.05

   89   |   59    |     FC     |  = 89/236     | runtime:  0.07

   90   |   59    |     FC     |  = 45/118     | runtime:  0.05

   91   |   59    |     FC     |  = 91/236     | runtime:  0.07

   92   |   59    |     FC     |  = 23/59     | runtime:  0.51

   93   |   59    |     FC     |  = 93/236     | runtime:  0.09

   94   |   59    |     FC     |  = 47/118     | runtime:  0.05

   95   |   59    |    GAP     |  ≤ 1637/4071     | runtime:  89.46

   96   |   59    |    GAP     |  = 191/472     | runtime:  0.32

   97   |   59    |    MID     |  = 143/354     | runtime:  0.15

   98   |   59    |    INT         MID     |  = 119/295     | runtime:  0.10

   99   |   59    |    GAP     |  = 339/826     | runtime:  0.54

   100   |   59    |    INT        HALF        MID     |  = 95/236     | runtime:  0.09

   101   |   59    |    INT        HALF    |  = 93/236     | runtime:  0.30

   102   |   59    |    INT        HALF        MID     |  = 145/354     | runtime:  0.14

   103   |   59    |    INT         MID     |  = 193/472     | runtime:  0.19

   104   |   59    |    MID     |  = 289/708     | runtime:  0.58

   105   |   59    |    GAP     |  = 335/826     | runtime:  1.42

   106   |   59    |     FC         INT         MID     |  = 71/177     | runtime:  14.66

   107   |   59    |     FC     |  = 70/177     | runtime:  0.36

   108   |   59    |     FC     |  = 23/59     | runtime:  0.06

   109   |   59    |     FC     |  = 68/177     | runtime:  0.11

   110   |   59    |     FC     |  = 67/177     | runtime:  0.13

   61   |   60    |    EBM     |  = 1/3     | runtime:  0.02

   67   |   60    |    INT         EBM     |  = 1/3     | runtime:  0.02

   71   |   60    |    INT        HALF        EBM     |  = 1/3     | runtime:  0.03

   73   |   60    |    INT        HALF        EBM         MID         GAP     |  = 43/120     | runtime:  0.14

   77   |   60    |    GAP     |  = 26/75     | runtime:  0.11

   79   |   60    |    GAP     |  = 143/420     | runtime:  0.46

   83   |   60    |     FC         EBM     |  = 1/3     | runtime:  0.04

   89   |   60    |     FC         EBM     |  = 1/3     | runtime:  0.41

   91   |   60    |     FC     |  = 91/240     | runtime:  0.07

   97   |   60    |    GAP     |  ≤ 2321/5760  |   TIME OUT
MULTISET 3 TIME OUT:  length(B) = 1119   sets sum to: 9312  sets of size: 4     | runtime:  120.13

   101   |   60    |    INT        HALF        MID     |  = 49/120     | runtime:  0.07

   103   |   60    |    INT        HALF        MID     |  = 73/180     | runtime:  0.08

   107   |   60    |    GAP     |  = 17/42     | runtime:  0.30

   109   |   60    |     FC     |  = 71/180     | runtime:  0.10

   62   |   61    |    EBM         HBM     |  = 41/122     | runtime:  0.02

   63   |   61    |    EBM     |  = 41/122     | runtime:  0.03

   64   |   61    |    EBM     |  = 1/3     | runtime:  0.03

   65   |   61    |    EBM     |  = 41/122     | runtime:  0.10

   66   |   61    |    EBM         MID     |  = 41/122     | runtime:  0.03

   67   |   61    |    HBM         GAP     |  = 62/183     | runtime:  0.09

   68   |   61    |    INT         EBM     |  = 1/3     | runtime:  0.03

   69   |   61    |    INT         EBM         MID     |  = 85/244     | runtime:  0.03

   70   |   61    |    GAP     |  = 21/61     | runtime:  0.09

   71   |   61    |    INT        HALF        EBM         MID         GAP     |  = 41/122     | runtime:  0.51

   72   |   61    |    INT        HALF        EBM     |  = 1/3     | runtime:  0.02

   73   |   61    |    INT        HALF        EBM     |  = 1/3     | runtime:  0.03

   74   |   61    |    INT        HALF        EBM         MID         GAP     |  = 87/244     | runtime:  0.08

   75   |   61    |    HBM         GAP     |  = 131/366     | runtime:  0.16

   76   |   61    |    INT         MID         GAP     |  = 62/183     | runtime:  0.08

   77   |   61    |    GAP     |  = 173/488     | runtime:  0.12

   78   |   61    |    MID         GAP     |  = 43/122     | runtime:  0.12

   79   |   61    |    GAP     |  = 169/488     | runtime:  0.37

   80   |   61    |    GAP     |  = 230/671     | runtime:  0.89

   81   |   61    |     FC         INT         EBM         MID         GAP     |  = 41/122     | runtime:  6.72

   82   |   61    |     FC         EBM     |  = 1/3     | runtime:  0.03

   83   |   61    |     FC         EBM     |  = 1/3     | runtime:  0.04

   84   |   61    |     FC         EBM     |  = 1/3     | runtime:  0.04

   85   |   61    |     FC         EBM     |  = 1/3     | runtime:  0.04

   86   |   61    |     FC         EBM     |  = 1/3     | runtime:  0.04

   87   |   61    |     FC         EBM     |  = 1/3     | runtime:  0.04

   88   |   61    |     FC         EBM     |  = 1/3     | runtime:  0.04

   89   |   61    |     FC         EBM     |  = 1/3     | runtime:  0.04

   90   |   61    |     FC         EBM     |  = 1/3     | runtime:  0.05

   91   |   61    |     FC         EBM     |  = 1/3     | runtime:  0.05

   92   |   61    |     FC     |  = 23/61     | runtime:  0.06

   93   |   61    |     FC     |  = 93/244     | runtime:  0.07

   94   |   61    |     FC     |  = 47/122     | runtime:  0.06

   95   |   61    |     FC     |  = 95/244     | runtime:  0.06

   96   |   61    |     FC     |  = 24/61     | runtime:  0.06

   97   |   61    |     FC     |  = 97/244     | runtime:  0.06

   98   |   61    |     FC         INT         MID     |  = 49/122     | runtime:  1.70

   99   |   61    |    GAP     |  = 74/183     | runtime:  0.33

   100   |   61    |    MID     |  = 149/366     | runtime:  0.23

   101   |   61    |    INT         MID     |  = 124/305     | runtime:  0.11

   102   |   61    |    INT         MID     |  = 25/61     | runtime:  0.07

   103   |   61    |    INT        HALF        MID     |  = 99/244     | runtime:  0.09

   104   |   61    |    INT        HALF    |  = 97/244     | runtime:  0.08

   105   |   61    |    INT        HALF        MID     |  = 149/366     | runtime:  0.14

   106   |   61    |    GAP     |  = 503/1220     | runtime:  2.00

   107   |   61    |    INT         MID     |  = 199/488     | runtime:  0.26

   108   |   61    |    GAP     |  = 199/488     | runtime:  0.27

   109   |   61    |    GAP     |  = 887/2196     | runtime:  110.35

   110   |   61    |     FC     |  = 73/183     | runtime:  0.21

   63   |   62    |     FC         INT         MID     |  = 21/62     | runtime:  0.03

   65   |   62    |    EBM     |  = 1/3     | runtime:  0.45

   67   |   62    |    EBM         MID         GAP     |  = 21/62     | runtime:  0.29

   69   |   62    |    INT         EBM     |  = 1/3     | runtime:  0.02

   71   |   62    |    HBM         GAP     |  = 107/310     | runtime:  0.10

   73   |   62    |    INT        HALF        EBM     |  = 1/3     | runtime:  0.03

   75   |   62    |    INT        HALF        EBM         MID         GAP     |  = 11/31     | runtime:  0.07

   77   |   62    |    INT         HBM         MID         GAP     |  = 32/93     | runtime:  0.08

   79   |   62    |    MID         GAP     |  = 65/186     | runtime:  0.09

   81   |   62    |    GAP     |  = 32/93     | runtime:  0.20

   83   |   62    |     FC         EBM     |  = 1/3     | runtime:  0.04

   85   |   62    |     FC         EBM     |  = 1/3     | runtime:  0.04

   87   |   62    |     FC         EBM     |  = 1/3     | runtime:  0.04

   89   |   62    |     FC         EBM     |  = 1/3     | runtime:  0.05

   91   |   62    |     FC         EBM     |  = 1/3     | runtime:  0.05

   95   |   62    |     FC     |  = 95/248     | runtime:  0.07

   97   |   62    |     FC     |  = 97/248     | runtime:  0.07

   99   |   62    |     FC     |  = 99/248     | runtime:  0.07

   101   |   62    |    GAP     |  ≤ 1263/3131  |   TIME OUT
MULTISET 3 TIME OUT:  length(B) = 1211   sets sum to: 10201  sets of size: 4     | runtime:  120.12

   103   |   62    |    INT         MID     |  = 25/62     | runtime:  0.08

   105   |   62    |    INT        HALF        MID     |  = 25/62     | runtime:  0.08

   107   |   62    |    INT        HALF        MID     |  = 38/93     | runtime:  0.43

   109   |   62    |    INT         MID     |  = 203/496     | runtime:  0.24

   64   |   63    |    EBM     |  = 1/3     | runtime:  0.03

   65   |   63    |    EBM         HBM     |  = 85/252     | runtime:  0.03

   67   |   63    |    GAP     |  = 85/252     | runtime:  0.22

   68   |   63    |    GAP     |  = 64/189     | runtime:  0.18

   71   |   63    |    INT         EBM         MID     |  = 29/84     | runtime:  0.32

   73   |   63    |    GAP     |  = 19/56     | runtime:  0.18

   74   |   63    |    INT        HALF        EBM     |  = 1/3     | runtime:  0.03

   76   |   63    |    INT        HALF        EBM         MID         GAP     |  = 89/252     | runtime:  0.09

   79   |   63    |    INT         HBM         MID         GAP     |  = 37/105     | runtime:  0.09

   80   |   63    |    MID         GAP     |  = 29/84     | runtime:  0.10

   82   |   63    |    GAP     |  = 28/81     | runtime:  0.27

   83   |   63    |    GAP     |  = 49/144     | runtime:  1.01

   85   |   63    |     FC         EBM     |  = 1/3     | runtime:  0.04

   86   |   63    |     FC         EBM     |  = 1/3     | runtime:  0.04

   88   |   63    |     FC         EBM     |  = 1/3     | runtime:  0.05

   89   |   63    |     FC         EBM     |  = 1/3     | runtime:  0.05

   92   |   63    |     FC         EBM     |  = 1/3     | runtime:  0.04

   94   |   63    |     FC         EBM     |  = 1/3     | runtime:  0.06

   95   |   63    |     FC     |  = 95/252     | runtime:  0.08

   97   |   63    |     FC     |  = 97/252     | runtime:  0.08

   100   |   63    |     FC     |  = 25/63     | runtime:  0.06

   101   |   63    |     FC         INT         MID     |  = 101/252     | runtime:  10.61

   103   |   63    |    GAP     |  ≤ 2570/6363  |   TIME OUT
MULTISET 3 TIME OUT:  length(B) = 1224   sets sum to: 10403  sets of size: 4     | runtime:  120.12

   104   |   63    |    MID     |  = 103/252     | runtime:  0.13

   106   |   63    |    INT        HALF        MID     |  = 103/252     | runtime:  0.10

   107   |   63    |    INT        HALF        MID     |  = 101/252     | runtime:  0.11

   109   |   63    |    INT        HALF        MID     |  = 155/378     | runtime:  0.37

   110   |   63    |    INT         MID     |  = 103/252     | runtime:  0.11

   65   |   64    |    EBM         HBM     |  = 43/128     | runtime:  0.03

   67   |   64    |    EBM     |  = 43/128     | runtime:  0.17

   69   |   64    |    GAP     |  = 87/256     | runtime:  0.38

   71   |   64    |    INT         EBM         MID         GAP     |  = 43/128     | runtime:  0.43

   73   |   64    |    HBM         GAP     |  = 65/192     | runtime:  0.10

   75   |   64    |    INT        HALF        EBM     |  = 1/3     | runtime:  0.03

   77   |   64    |    INT        HALF        EBM         MID         GAP     |  = 45/128     | runtime:  0.08

   79   |   64    |    INT         HBM         MID         GAP     |  = 17/48     | runtime:  0.43

   81   |   64    |    MID         GAP     |  = 45/128     | runtime:  0.10

   83   |   64    |    GAP     |  = 89/256     | runtime:  0.34

   85   |   64    |     FC         INT         EBM         MID         GAP     |  = 43/128     | runtime:  4.03

   87   |   64    |     FC         EBM     |  = 1/3     | runtime:  0.03

   89   |   64    |     FC         EBM     |  = 1/3     | runtime:  0.04

   91   |   64    |     FC         EBM     |  = 1/3     | runtime:  0.04

   93   |   64    |     FC         EBM     |  = 1/3     | runtime:  0.05

   95   |   64    |     FC         EBM     |  = 1/3     | runtime:  0.04

   97   |   64    |     FC     |  = 97/256     | runtime:  0.08

   99   |   64    |     FC     |  = 99/256     | runtime:  0.07

   101   |   64    |     FC     |  = 101/256     | runtime:  0.07

   103   |   64    |    GAP     |  = 489/1216     | runtime:  2.70

   105   |   64    |    MID     |  = 13/32     | runtime:  0.13

   107   |   64    |    INT         MID     |  = 59/144     | runtime:  0.26

   109   |   64    |    INT        HALF    |  = 51/128     | runtime:  0.06

   66   |   65    |     FC         INT         MID     |  = 22/65     | runtime:  0.03

   67   |   65    |    EBM     |  = 1/3     | runtime:  0.03

   68   |   65    |    EBM         HBM     |  = 22/65     | runtime:  0.16

   69   |   65    |    HBM     |  = 22/65     | runtime:  0.03

   71   |   65    |    EBM         MID         GAP     |  = 89/260     | runtime:  0.48

   72   |   65    |    INT         EBM         MID         GAP     |  = 22/65     | runtime:  0.17

   73   |   65    |    INT         EBM     |  = 1/3     | runtime:  0.03

   74   |   65    |    HBM         GAP     |  = 67/195     | runtime:  0.09

   76   |   65    |    INT        HALF        EBM     |  = 1/3     | runtime:  0.03

   77   |   65    |    INT        HALF        EBM     |  = 1/3     | runtime:  0.03

   79   |   65    |    INT        HALF        EBM         MID         GAP     |  = 93/260     | runtime:  0.63

   81   |   65    |    INT         MID         GAP     |  = 22/65     | runtime:  0.08

   82   |   65    |    GAP     |  = 23/65     | runtime:  0.09

   83   |   65    |    MID         GAP     |  = 137/390     | runtime:  0.12

   84   |   65    |    GAP     |  = 9/26     | runtime:  0.11

   86   |   65    |     FC         INT         EBM         MID         GAP     |  = 22/65     | runtime:  0.83

   87   |   65    |     FC         EBM     |  = 1/3     | runtime:  0.05

   88   |   65    |     FC         EBM     |  = 1/3     | runtime:  0.04

   89   |   65    |     FC         EBM     |  = 1/3     | runtime:  0.04

   92   |   65    |     FC         EBM     |  = 1/3     | runtime:  0.04

   93   |   65    |     FC         EBM     |  = 1/3     | runtime:  0.05

   94   |   65    |     FC         EBM     |  = 1/3     | runtime:  0.05

   96   |   65    |     FC         EBM     |  = 1/3     | runtime:  0.05

   97   |   65    |     FC         EBM     |  = 1/3     | runtime:  0.06

   98   |   65    |     FC     |  = 49/130     | runtime:  0.06

   99   |   65    |     FC     |  = 99/260     | runtime:  0.08

   101   |   65    |     FC     |  = 101/260     | runtime:  0.07

   102   |   65    |     FC     |  = 51/130     | runtime:  0.07

   103   |   65    |     FC     |  = 103/260     | runtime:  0.07

   106   |   65    |    GAP     |  = 95/234     | runtime:  1.64

   107   |   65    |    MID     |  = 157/390     | runtime:  0.25

   108   |   65    |    INT         MID     |  = 131/325     | runtime:  0.12

   109   |   65    |    GAP     |  = 373/910     | runtime:  0.72

   67   |   66    |    EBM     |  = 1/3     | runtime:  0.03

   71   |   66    |    HBM     |  = 67/198     | runtime:  0.17

   73   |   66    |    GAP     |  = 67/198     | runtime:  0.19

   79   |   66    |    INT        HALF        EBM     |  = 1/3     | runtime:  0.03

   83   |   66    |    INT         HBM         MID         GAP     |  = 39/110     | runtime:  0.11

   85   |   66    |    GAP     |  = 23/66     | runtime:  0.11

   89   |   66    |     FC         EBM     |  = 1/3     | runtime:  0.04

   91   |   66    |     FC         EBM     |  = 1/3     | runtime:  0.04

   95   |   66    |     FC         EBM     |  = 1/3     | runtime:  0.05

   97   |   66    |     FC         EBM     |  = 1/3     | runtime:  0.05

   101   |   66    |     FC     |  = 101/264     | runtime:  0.09

   103   |   66    |     FC     |  = 103/264     | runtime:  0.08

   107   |   66    |    GAP     |  ≤ 2635/6534  |   TIME OUT
MULTISET 3 TIME OUT:  length(B) = 1265   sets sum to: 10593  sets of size: 4     | runtime:  120.15

   109   |   66    |    INT         MID     |  = 9/22     | runtime:  0.09

   68   |   67    |    EBM         HBM     |  = 45/134     | runtime:  0.03

   69   |   67    |    EBM     |  = 45/134     | runtime:  0.03

   70   |   67    |    HBM         GAP     |  = 68/201     | runtime:  0.49

   71   |   67    |    EBM         GAP     |  = 91/268     | runtime:  0.13

   72   |   67    |    EBM         HBM     |  = 23/67     | runtime:  0.08

   73   |   67    |    EBM     |  = 1/3     | runtime:  0.03

   74   |   67    |    GAP     |  = 114/335     | runtime:  0.32

   75   |   67    |    INT         EBM     |  = 1/3     | runtime:  0.03

   76   |   67    |    HBM     |  = 93/268     | runtime:  0.08

   77   |   67    |    GAP     |  = 91/268     | runtime:  0.10

   78   |   67    |    INT        HALF        EBM         MID         GAP     |  = 45/134     | runtime:  0.91

   79   |   67    |    INT        HALF        EBM     |  = 1/3     | runtime:  0.03

   80   |   67    |    INT        HALF        EBM     |  = 1/3     | runtime:  0.03

   81   |   67    |    INT        HALF        EBM         MID         GAP     |  = 95/268     | runtime:  0.08

   82   |   67    |    HBM         GAP     |  = 24/67     | runtime:  0.08

   83   |   67    |    INT         HBM         MID         GAP     |  = 70/201     | runtime:  0.09

   84   |   67    |    INT         HBM         MID         GAP     |  = 118/335     | runtime:  0.10

   85   |   67    |    MID         GAP     |  = 93/268     | runtime:  0.11

   86   |   67    |    GAP     |  = 116/335     | runtime:  0.13

   87   |   67    |    GAP     |  = 162/469     | runtime:  0.18

   88   |   67    |    GAP     |  = 275/804     | runtime:  0.88

   89   |   67    |     FC         INT         EBM         MID         GAP     |  = 45/134     | runtime:  8.07

   90   |   67    |     FC         EBM     |  = 1/3     | runtime:  0.04

   91   |   67    |     FC         EBM     |  = 1/3     | runtime:  0.45

   92   |   67    |     FC         EBM     |  = 1/3     | runtime:  0.05

   93   |   67    |     FC         EBM     |  = 1/3     | runtime:  0.05

   94   |   67    |     FC         EBM     |  = 1/3     | runtime:  0.05

   95   |   67    |     FC         EBM     |  = 1/3     | runtime:  0.05

   96   |   67    |     FC         EBM     |  = 1/3     | runtime:  0.05

   97   |   67    |     FC         EBM     |  = 1/3     | runtime:  0.05

   98   |   67    |     FC         EBM     |  = 1/3     | runtime:  0.05

   99   |   67    |     FC         EBM     |  = 1/3     | runtime:  0.06

   100   |   67    |     FC         EBM     |  = 1/3     | runtime:  0.05

   101   |   67    |     FC     |  = 101/268     | runtime:  0.09

   102   |   67    |     FC     |  = 51/134     | runtime:  0.06

   103   |   67    |     FC     |  = 103/268     | runtime:  0.43

   104   |   67    |     FC     |  = 26/67     | runtime:  0.07

   105   |   67    |     FC     |  = 105/268     | runtime:  0.08

   106   |   67    |     FC     |  = 53/134     | runtime:  0.07

   107   |   67    |     FC     |  = 107/268     | runtime:  0.08

   108   |   67    |     FC         INT         MID     |  = 27/67     | runtime:  0.23

   109   |   67    |    GAP     |  = 217/536     | runtime:  0.28

   110   |   67    |    MID     |  = 163/402     | runtime:  0.19

   69   |   68    |     FC         INT         MID     |  = 23/68     | runtime:  0.03

   71   |   68    |    EBM     |  = 23/68     | runtime:  0.03

   73   |   68    |    EBM     |  = 93/272     | runtime:  0.11

   75   |   68    |    GAP     |  ≤ 81/238     | runtime:  0.05

   77   |   68    |    INT         EBM         MID     |  ≤ 95/272     | runtime:  0.08

   79   |   68    |    INT        HALF        EBM         MID         GAP     |  = 23/68     | runtime:  0.22

   81   |   68    |    INT        HALF        EBM     |  = 1/3     | runtime:  0.51

   83   |   68    |    GAP     |  = 61/170     | runtime:  0.21

   87   |   68    |    MID         GAP     |  = 6/17     | runtime:  0.10

   89   |   68    |    GAP     |  = 257/748     | runtime:  0.46

   91   |   68    |     FC         EBM     |  = 1/3     | runtime:  0.04

   93   |   68    |     FC         EBM     |  = 1/3     | runtime:  0.22

   95   |   68    |     FC         EBM     |  = 1/3     | runtime:  0.06

   97   |   68    |     FC         EBM     |  = 1/3     | runtime:  0.05

   99   |   68    |     FC         EBM     |  = 1/3     | runtime:  0.06

   101   |   68    |     FC         EBM     |  = 1/3     | runtime:  0.06

   103   |   68    |     FC     |  = 103/272     | runtime:  0.08

   105   |   68    |     FC     |  = 105/272     | runtime:  0.09

   107   |   68    |     FC     |  = 107/272     | runtime:  0.09

   109   |   68    |     FC         INT         MID     |  = 109/272     | runtime:  17.69

   70   |   69    |    EBM     |  = 1/3     | runtime:  0.03

   71   |   69    |    EBM         HBM     |  = 31/92     | runtime:  0.12

   73   |   69    |    EBM     |  = 1/3     | runtime:  0.05

   74   |   69    |    EBM     |  = 47/138     | runtime:  0.04

   76   |   69    |    HBM         GAP     |  = 118/345     | runtime:  0.30

   77   |   69    |    INT         EBM     |  = 1/3     | runtime:  0.03

   79   |   69    |    HBM         GAP     |  = 119/345     | runtime:  0.11

   80   |   69    |    GAP     |  = 39/115     | runtime:  0.27

   82   |   69    |    INT        HALF        EBM     |  = 1/3     | runtime:  0.24

   83   |   69    |    INT        HALF        EBM         MID         GAP     |  = 97/276     | runtime:  0.10

   85   |   69    |    GAP     |  = 295/828     | runtime:  0.23

   86   |   69    |    INT         MID         GAP     |  = 70/207     | runtime:  0.10

   88   |   69    |    MID         GAP     |  = 145/414     | runtime:  0.13

   89   |   69    |    GAP     |  = 241/690     | runtime:  0.46

   91   |   69    |    GAP     |  = 125/368     | runtime:  1.29

   94   |   69    |     FC         EBM     |  = 1/3     | runtime:  0.05

   95   |   69    |     FC         EBM     |  = 1/3     | runtime:  0.05

   97   |   69    |     FC         EBM     |  = 1/3     | runtime:  0.05

   98   |   69    |     FC         EBM     |  = 1/3     | runtime:  0.06

   100   |   69    |     FC         EBM     |  = 1/3     | runtime:  0.05

   101   |   69    |     FC         EBM     |  = 1/3     | runtime:  0.05

   103   |   69    |     FC         EBM     |  = 1/3     | runtime:  0.06

   104   |   69    |     FC     |  = 26/69     | runtime:  0.06

   106   |   69    |     FC     |  = 53/138     | runtime:  0.07

   107   |   69    |     FC     |  = 107/276     | runtime:  0.09

   109   |   69    |     FC     |  = 109/276     | runtime:  0.08

