   M   |   S   |   Method   |      α   
---------------------------------------
   4   |   3    |     FC     |  = 1/3     | runtime:  0.00
   45   |   14    |    INT        HALF        MID     |  = 16/35     | runtime:  0.02

   47   |   14    |     FC     |  = 37/84     | runtime:  0.04

   51   |   14    |     FC     |  = 51/112     | runtime:  0.03

   53   |   14    |     FC     |  = 45/98     | runtime:  0.03

   55   |   14    |     FC     |  = 43/98     | runtime:  0.13

   57   |   14    |     FC     |  = 19/42     | runtime:  0.02

   59   |   14    |    INT         MID     |  = 131/280     | runtime:  1.55

   61   |   14    |     FC     |  = 51/112     | runtime:  0.09

   65   |   14    |     FC     |  = 13/28     | runtime:  0.03

   67   |   14    |     FC     |  = 59/126     | runtime:  0.06

   69   |   14    |     FC     |  = 19/42     | runtime:  0.04

   16   |   15    |    EBM     |  = 1/3     | runtime:  0.01

   17   |   15    |    INT         EBM         HBM         MID     |  = 7/20     | runtime:  0.01

   19   |   15    |    MID         GAP     |  = 7/20     | runtime:  0.04

   22   |   15    |     FC         EBM     |  = 1/3     | runtime:  0.02

   23   |   15    |     FC     |  = 23/60     | runtime:  0.02

   26   |   15    |    INT        HALF        MID     |  = 37/90     | runtime:  0.02

   28   |   15    |     FC     |  = 17/45     | runtime:  0.02

   29   |   15    |     FC     |  = 16/45     | runtime:  0.02

   31   |   15    |     FC     |  = 31/75     | runtime:  0.03

   32   |   15    |     FC     |  = 32/75     | runtime:  0.01

   34   |   15    |     FC         INT         MID     |  = 13/30     | runtime:  0.03

   37   |   15    |     FC     |  = 23/60     | runtime:  0.04

   38   |   15    |     FC     |  = 19/45     | runtime:  0.02

   41   |   15    |    INT        HALF        MID     |  = 67/150     | runtime:  0.04

   43   |   15    |     FC     |  = 32/75     | runtime:  0.03

   44   |   15    |     FC     |  = 31/75     | runtime:  0.05

   46   |   15    |     FC     |  = 46/105     | runtime:  0.05

   47   |   15    |     FC     |  = 47/105     | runtime:  0.02

   49   |   15    |     FC         INT         MID     |  = 41/90     | runtime:  0.03

   52   |   15    |     FC     |  = 19/45     | runtime:  0.04

   53   |   15    |     FC     |  = 53/120     | runtime:  0.14

   56   |   15    |     FC         MID     |  = 7/15     | runtime:  0.03

   58   |   15    |     FC     |  = 47/105     | runtime:  0.08

   59   |   15    |     FC     |  = 46/105     | runtime:  0.23

   61   |   15    |     FC     |  = 61/135     | runtime:  0.19

   62   |   15    |     FC     |  = 62/135     | runtime:  0.06

   64   |   15    |     FC     |  = 7/15     | runtime:  0.02

   67   |   15    |     FC     |  = 53/120     | runtime:  1.98

   68   |   15    |     FC     |  = 34/75     | runtime:  0.06

   17   |   16    |    EBM         HBM     |  = 11/32     | runtime:  0.03

   19   |   16    |    INT        HALF        EBM     |  = 1/3     | runtime:  0.01

   21   |   16    |     FC         INT         EBM         MID     |  = 11/32     | runtime:  0.01

   23   |   16    |     FC         EBM     |  = 1/3     | runtime:  0.01

   25   |   16    |     FC     |  = 25/64     | runtime:  0.02

   27   |   16    |    INT        HALF        MID     |  = 13/32     | runtime:  0.02

   29   |   16    |     FC     |  = 19/48     | runtime:  0.02

   31   |   16    |     FC     |  = 17/48     | runtime:  0.02

   33   |   16    |     FC     |  = 33/80     | runtime:  0.02

   35   |   16    |     FC         INT        HALF        MID     |  = 7/16     | runtime:  0.04

   37   |   16    |     FC     |  = 27/64     | runtime:  0.02

   39   |   16    |     FC     |  = 25/64     | runtime:  0.04

   41   |   16    |     FC     |  = 41/96     | runtime:  0.03

   43   |   16    |    MID     |  = 25/56     | runtime:  0.05

   45   |   16    |     FC     |  = 7/16     | runtime:  0.02

   47   |   16    |     FC     |  = 33/80     | runtime:  0.06

   49   |   16    |     FC     |  = 7/16     | runtime:  0.03

   51   |   16    |     FC         INT         MID     |  = 51/112     | runtime:  0.05

   53   |   16    |     FC     |  = 43/96     | runtime:  0.04

   55   |   16    |     FC     |  = 41/96     | runtime:  0.14

   57   |   16    |     FC     |  = 57/128     | runtime:  0.15

   59   |   16    |     FC     |  = 59/128     | runtime:  0.03

   61   |   16    |     FC     |  = 51/112     | runtime:  0.04

   63   |   16    |     FC     |  = 7/16     | runtime:  0.03

   65   |   16    |     FC     |  = 65/144     | runtime:  0.47

   67   |   16    |     FC     |  = 67/144     | runtime:  0.05

   69   |   16    |     FC     |  = 59/128     | runtime:  0.08

   18   |   17    |     FC         INT         MID     |  = 6/17     | runtime:  0.01

   19   |   17    |    INT         EBM     |  = 1/3     | runtime:  0.01

   20   |   17    |    INT        HALF        EBM     |  = 1/3     | runtime:  0.01

   21   |   17    |    INT         HBM         MID     |  = 6/17     | runtime:  0.01

   22   |   17    |     FC         INT         EBM         MID         GAP     |  = 6/17     | runtime:  0.04

   23   |   17    |     FC         EBM     |  = 1/3     | runtime:  0.02

   24   |   17    |     FC         EBM     |  = 1/3     | runtime:  0.02

   25   |   17    |     FC         EBM     |  = 1/3     | runtime:  0.02

   26   |   17    |     FC     |  = 13/34     | runtime:  0.02

   27   |   17    |     FC     |  = 27/68     | runtime:  0.02

   28   |   17    |     FC         INT         MID     |  = 7/17     | runtime:  0.02

   29   |   17    |    INT        HALF    |  = 27/68     | runtime:  0.01

   30   |   17    |     FC         INT         MID     |  = 7/17     | runtime:  0.02

   31   |   17    |     FC     |  = 20/51     | runtime:  0.02

   32   |   17    |     FC     |  = 19/51     | runtime:  0.02

   33   |   17    |     FC     |  = 6/17     | runtime:  0.02

   35   |   17    |     FC     |  = 7/17     | runtime:  0.02

   36   |   17    |     FC     |  = 36/85     | runtime:  0.02

   37   |   17    |    INT         MID     |  = 59/136     | runtime:  0.04

   38   |   17    |    INT        HALF        MID     |  = 59/136     | runtime:  0.03

   39   |   17    |     FC     |  = 29/68     | runtime:  0.02

   40   |   17    |     FC     |  = 7/17     | runtime:  0.03

   41   |   17    |     FC     |  = 27/68     | runtime:  0.03

   42   |   17    |     FC     |  = 13/34     | runtime:  0.02

   43   |   17    |     FC     |  = 43/102     | runtime:  0.05

   44   |   17    |     FC     |  = 22/51     | runtime:  0.02

   45   |   17    |     FC     |  = 15/34     | runtime:  0.02

   46   |   17    |    INT        HALF        MID     |  = 61/136     | runtime:  0.03

   47   |   17    |    GAP     |  = 167/374     | runtime:  1.10

   48   |   17    |     FC     |  = 37/85     | runtime:  0.03

   49   |   17    |     FC     |  = 36/85     | runtime:  0.05

   50   |   17    |     FC     |  = 7/17     | runtime:  0.02

   52   |   17    |     FC     |  = 52/119     | runtime:  0.07

   53   |   17    |     FC     |  = 53/119     | runtime:  0.04

   54   |   17    |     FC     |  = 54/119     | runtime:  0.02

   55   |   17    |    INT        HALF        MID     |  = 31/68     | runtime:  0.03

   56   |   17    |     FC     |  = 23/51     | runtime:  0.02

   57   |   17    |     FC     |  = 15/34     | runtime:  0.03

   58   |   17    |     FC     |  = 22/51     | runtime:  0.04

   59   |   17    |     FC     |  = 43/102     | runtime:  0.25

   60   |   17    |     FC     |  = 15/34     | runtime:  0.03

   61   |   17    |     FC     |  = 61/136     | runtime:  0.11

   62   |   17    |     FC     |  = 31/68     | runtime:  0.03

   63   |   17    |    MID     |  ≤ 173/374  |   TIME OUT
MULTISET 3 TIME OUT:  length(B) = 29   sets sum to: 1386  sets of size: 8     | runtime:  5.05

   64   |   17    |     FC         INT         MID     |  = 55/119     | runtime:  0.05

   65   |   17    |     FC     |  = 54/119     | runtime:  0.08

   66   |   17    |     FC     |  = 53/119     | runtime:  0.19

   67   |   17    |     FC     |  = 52/119     | runtime:  1.00

   69   |   17    |     FC     |  = 23/51     | runtime:  0.03

   70   |   17    |     FC     |  = 70/153     | runtime:  0.16

   19   |   18    |    EBM     |  = 1/3     | runtime:  0.01

   23   |   18    |    MID         GAP     |  = 19/54     | runtime:  0.05

   25   |   18    |     FC         EBM     |  = 1/3     | runtime:  0.02

   29   |   18    |     FC         INT         MID     |  = 29/72     | runtime:  0.05

   31   |   18    |    INT        HALF        MID     |  = 11/27     | runtime:  0.02

   35   |   18    |     FC     |  = 19/54     | runtime:  0.02

   37   |   18    |     FC     |  = 37/90     | runtime:  0.02

   41   |   18    |     FC         INT         MID     |  = 31/72     | runtime:  0.05

   43   |   18    |     FC     |  = 29/72     | runtime:  0.03

   47   |   18    |     FC     |  = 47/108     | runtime:  0.03

   49   |   18    |    INT        HALF        MID     |  = 4/9     | runtime:  0.01

   53   |   18    |     FC     |  = 37/90     | runtime:  0.10

   55   |   18    |     FC     |  = 55/126     | runtime:  0.09

   59   |   18    |     FC     |  = 49/108     | runtime:  0.04

   61   |   18    |     FC     |  = 47/108     | runtime:  0.11

   65   |   18    |     FC     |  = 65/144     | runtime:  0.10

   67   |   18    |    INT        HALF        MID     |  = 25/54     | runtime:  0.02

   20   |   19    |    EBM         HBM     |  = 13/38     | runtime:  0.02

   21   |   19    |    INT         EBM         MID     |  = 13/38     | runtime:  0.01

   22   |   19    |    INT        HALF        EBM         MID         GAP     |  = 13/38     | runtime:  0.05

   23   |   19    |    INT        HALF        EBM         MID         GAP     |  = 27/76     | runtime:  0.03

   24   |   19    |    MID         GAP     |  = 27/76     | runtime:  0.05

   25   |   19    |     FC         INT         EBM         MID         GAP     |  = 13/38     | runtime:  0.07

   26   |   19    |     FC         EBM     |  = 1/3     | runtime:  0.01

   27   |   19    |     FC         EBM     |  = 1/3     | runtime:  0.02

   28   |   19    |     FC         EBM     |  = 1/3     | runtime:  0.02

   29   |   19    |     FC     |  = 29/76     | runtime:  0.02

   30   |   19    |     FC     |  = 15/38     | runtime:  0.02

   31   |   19    |    GAP     |  = 54/133     | runtime:  0.03

   32   |   19    |    INT        HALF        MID     |  = 31/76     | runtime:  0.03

   33   |   19    |    INT        HALF        MID     |  = 47/114     | runtime:  0.03

   34   |   19    |     FC         INT         MID     |  = 23/57     | runtime:  0.07

   35   |   19    |     FC     |  = 22/57     | runtime:  0.02

   36   |   19    |     FC     |  = 7/19     | runtime:  0.02

   37   |   19    |     FC     |  = 20/57     | runtime:  0.03

   39   |   19    |     FC     |  = 39/95     | runtime:  0.03

   40   |   19    |     FC     |  = 8/19     | runtime:  0.02

   41   |   19    |    GAP     |  = 131/304     | runtime:  0.20

   42   |   19    |    INT        HALF        MID     |  = 49/114     | runtime:  0.03

   43   |   19    |    MID     |  = 115/266     | runtime:  0.11

   44   |   19    |     FC     |  = 8/19     | runtime:  0.02

   45   |   19    |     FC     |  = 31/76     | runtime:  0.03

   46   |   19    |     FC     |  = 15/38     | runtime:  0.02

   47   |   19    |     FC     |  = 29/76     | runtime:  0.05

   48   |   19    |     FC     |  = 8/19     | runtime:  0.03

   49   |   19    |     FC     |  = 49/114     | runtime:  0.04

   50   |   19    |     FC     |  = 25/57     | runtime:  0.02

   51   |   19    |     FC         INT         MID     |  = 17/38     | runtime:  0.04

   52   |   19    |    INT        HALF        MID     |  = 17/38     | runtime:  0.03

   53   |   19    |     FC     |  = 42/95     | runtime:  0.03

   54   |   19    |     FC     |  = 41/95     | runtime:  0.04

   55   |   19    |     FC     |  = 8/19     | runtime:  0.02

   56   |   19    |     FC     |  = 39/95     | runtime:  0.13

   58   |   19    |     FC     |  = 58/133     | runtime:  0.10

   59   |   19    |     FC     |  = 59/133     | runtime:  0.06

   60   |   19    |     FC     |  = 60/133     | runtime:  0.03

   61   |   19    |    INT         MID     |  ≤ 313/684  |   TIME OUT
MULTISET 3 TIME OUT:  length(B) = 59   sets sum to: 2196  sets of size: 7     | runtime:  5.03

   62   |   19    |     FC         INT         MID     |  = 26/57     | runtime:  0.04

   63   |   19    |     FC     |  = 17/38     | runtime:  0.02

   64   |   19    |     FC     |  = 25/57     | runtime:  0.03

   65   |   19    |     FC     |  = 49/114     | runtime:  0.51

   66   |   19    |     FC     |  = 8/19     | runtime:  0.03

   67   |   19    |     FC     |  = 67/152     | runtime:  0.79

   68   |   19    |     FC     |  = 17/38     | runtime:  0.03

   69   |   19    |     FC     |  = 69/152     | runtime:  0.09

   70   |   19    |     FC     |  = 35/76     | runtime:  0.03

   21   |   20    |     FC         INT         MID     |  = 7/20     | runtime:  0.01

   23   |   20    |    INT        HALF        EBM         HBM         MID         GAP     |  = 7/20     | runtime:  0.04

   27   |   20    |     FC         EBM     |  = 1/3     | runtime:  0.01

   29   |   20    |     FC         EBM     |  = 1/3     | runtime:  0.02

   31   |   20    |     FC     |  = 31/80     | runtime:  0.02

   33   |   20    |    MID     |  = 49/120     | runtime:  0.04

   37   |   20    |     FC     |  = 23/60     | runtime:  0.02

   39   |   20    |     FC     |  = 7/20     | runtime:  0.02

   41   |   20    |     FC     |  = 41/100     | runtime:  0.03

   43   |   20    |     FC         INT         MID     |  = 43/100     | runtime:  0.05

   47   |   20    |     FC     |  = 33/80     | runtime:  0.03

   49   |   20    |     FC     |  = 31/80     | runtime:  0.05

   51   |   20    |     FC     |  = 17/40     | runtime:  0.02

   53   |   20    |     FC     |  = 53/120     | runtime:  0.03

   57   |   20    |     FC     |  = 43/100     | runtime:  0.04

   59   |   20    |     FC     |  = 41/100     | runtime:  0.14

   61   |   20    |     FC     |  = 61/140     | runtime:  0.12

   63   |   20    |     FC     |  = 9/20     | runtime:  0.02

   67   |   20    |     FC     |  = 53/120     | runtime:  0.09

   69   |   20    |     FC     |  = 17/40     | runtime:  0.03

   22   |   21    |    EBM     |  = 1/3     | runtime:  0.01

   23   |   21    |    EBM         HBM         MID     |  = 29/84     | runtime:  0.01

   25   |   21    |    INT        HALF        EBM     |  = 1/3     | runtime:  0.01

   26   |   21    |    INT         HBM         MID         GAP     |  = 22/63     | runtime:  0.03

   29   |   21    |     FC         EBM     |  = 1/3     | runtime:  0.01

   31   |   21    |     FC         EBM     |  = 1/3     | runtime:  0.02

   32   |   21    |     FC     |  = 8/21     | runtime:  0.02

   34   |   21    |     FC         INT         MID     |  = 17/42     | runtime:  0.05

   37   |   21    |    MID     |  = 103/252     | runtime:  0.05

   38   |   21    |     FC     |  = 25/63     | runtime:  0.02

   40   |   21    |     FC     |  = 23/63     | runtime:  0.03

   41   |   21    |     FC     |  = 22/63     | runtime:  0.03

   43   |   21    |     FC     |  = 43/105     | runtime:  0.03

   44   |   21    |     FC     |  = 44/105     | runtime:  0.02

   46   |   21    |    INT         MID     |  = 73/168     | runtime:  0.04

   47   |   21    |    INT        HALF        MID     |  = 73/168     | runtime:  0.05

   50   |   21    |     FC     |  = 17/42     | runtime:  0.02

   52   |   21    |     FC     |  = 8/21     | runtime:  0.03

   53   |   21    |     FC     |  = 53/126     | runtime:  0.07

   55   |   21    |     FC     |  = 55/126     | runtime:  0.03

   58   |   21    |    MID     |  = 169/378     | runtime:  1.01

   59   |   21    |     FC     |  = 46/105     | runtime:  0.04

   61   |   21    |     FC     |  = 44/105     | runtime:  0.10

   62   |   21    |     FC     |  = 43/105     | runtime:  0.17

   64   |   21    |     FC     |  = 64/147     | runtime:  0.14

   65   |   21    |     FC     |  = 65/147     | runtime:  0.09

   67   |   21    |    GAP     |  ≤ 118/259  |   TIME OUT
MULTISET 3 TIME OUT:  length(B) = 70   sets sum to: 2479  sets of size: 7     | runtime:  5.05

   68   |   21    |    INT        HALF        MID     |  = 115/252     | runtime:  0.36

   23   |   22    |    EBM         HBM     |  = 15/44     | runtime:  0.01

   25   |   22    |    HBM     |  = 23/66     | runtime:  0.03

   27   |   22    |    INT        HALF        EBM         HBM         MID     |  = 4/11     | runtime:  0.01

   29   |   22    |     FC         INT         EBM         MID         GAP     |  = 15/44     | runtime:  0.09

   31   |   22    |     FC         EBM     |  = 1/3     | runtime:  0.02

   35   |   22    |     FC     |  = 35/88     | runtime:  0.02

   37   |   22    |    INT        HALF        MID     |  = 9/22     | runtime:  0.03

   39   |   22    |     FC         INT         MID     |  = 9/22     | runtime:  0.03

   41   |   22    |     FC     |  = 25/66     | runtime:  0.03

   43   |   22    |     FC     |  = 23/66     | runtime:  0.03

   45   |   22    |     FC     |  = 9/22     | runtime:  0.02

   47   |   22    |     FC     |  = 47/110     | runtime:  0.02

   49   |   22    |    INT        HALF        MID     |  = 19/44     | runtime:  0.03

   51   |   22    |     FC     |  = 37/88     | runtime:  0.03

   53   |   22    |     FC     |  = 35/88     | runtime:  0.05

   57   |   22    |     FC     |  = 19/44     | runtime:  0.02

   59   |   22    |    GAP     |  = 167/374     | runtime:  1.06

   61   |   22    |     FC         INT         MID     |  = 49/110     | runtime:  0.08

   63   |   22    |     FC     |  = 47/110     | runtime:  0.07

   65   |   22    |     FC     |  = 9/22     | runtime:  0.03

   67   |   22    |     FC     |  = 67/154     | runtime:  0.83

   69   |   22    |     FC     |  = 69/154     | runtime:  0.06

   24   |   23    |     FC         INT         MID     |  = 8/23     | runtime:  0.02

   25   |   23    |    EBM     |  = 1/3     | runtime:  0.01

   26   |   23    |    INT         EBM         MID     |  = 8/23     | runtime:  0.01

   27   |   23    |    INT        HALF        EBM     |  = 1/3     | runtime:  0.01

   28   |   23    |    INT        HALF        EBM         MID         GAP     |  = 33/92     | runtime:  0.04

   29   |   23    |    GAP     |  = 49/138     | runtime:  0.04

   30   |   23    |     FC         INT         EBM         MID         GAP     |  = 8/23     | runtime:  0.05

   31   |   23    |     FC         EBM     |  = 1/3     | runtime:  0.01

   32   |   23    |     FC         EBM     |  = 1/3     | runtime:  0.02

   33   |   23    |     FC         EBM     |  = 1/3     | runtime:  0.01

   34   |   23    |     FC         EBM     |  = 1/3     | runtime:  0.02

   35   |   23    |     FC     |  = 35/92     | runtime:  0.03

   36   |   23    |     FC     |  = 9/23     | runtime:  0.02

   37   |   23    |     FC         INT         MID     |  = 37/92     | runtime:  0.10

   38   |   23    |    INT         MID     |  = 47/115     | runtime:  0.03

   39   |   23    |    INT        HALF        MID     |  = 37/92     | runtime:  0.03

   40   |   23    |    INT        HALF        MID     |  = 19/46     | runtime:  0.03

   41   |   23    |    GAP     |  = 149/368     | runtime:  0.15

   42   |   23    |     FC     |  = 9/23     | runtime:  0.02

   43   |   23    |     FC     |  = 26/69     | runtime:  0.03

   44   |   23    |     FC     |  = 25/69     | runtime:  0.03

   45   |   23    |     FC     |  = 8/23     | runtime:  0.03

   47   |   23    |     FC     |  = 47/115     | runtime:  0.03

   48   |   23    |     FC     |  = 48/115     | runtime:  0.03

   49   |   23    |     FC     |  = 49/115     | runtime:  0.03

   50   |   23    |     FC         INT         MID     |  = 10/23     | runtime:  0.03

   51   |   23    |    INT        HALF    |  = 59/138     | runtime:  0.02

   52   |   23    |     FC         INT         MID     |  = 10/23     | runtime:  0.03

   53   |   23    |     FC     |  = 39/92     | runtime:  0.03

   54   |   23    |     FC     |  = 19/46     | runtime:  0.03

   55   |   23    |     FC     |  = 37/92     | runtime:  0.04

   56   |   23    |     FC     |  = 9/23     | runtime:  0.03

   57   |   23    |     FC     |  = 35/92     | runtime:  0.09

   58   |   23    |     FC     |  = 29/69     | runtime:  0.04

   59   |   23    |     FC     |  = 59/138     | runtime:  0.07

   60   |   23    |     FC     |  = 10/23     | runtime:  0.02

   61   |   23    |     FC     |  = 61/138     | runtime:  0.03

   62   |   23    |    INT         MID     |  = 113/253     | runtime:  0.21

   63   |   23    |    INT        HALF        MID     |  = 103/230     | runtime:  0.13

   64   |   23    |     FC     |  = 51/115     | runtime:  0.03

   65   |   23    |     FC     |  = 10/23     | runtime:  0.03

   66   |   23    |     FC     |  = 49/115     | runtime:  0.08

   67   |   23    |     FC     |  = 48/115     | runtime:  0.14

   68   |   23    |     FC     |  = 47/115     | runtime:  0.25

   70   |   23    |     FC     |  = 10/23     | runtime:  0.03

   25   |   24    |    EBM     |  = 1/3     | runtime:  0.01

   29   |   24    |    INT        HALF        EBM         MID     |  = 17/48     | runtime:  0.01

   31   |   24    |    GAP     |  = 25/72     | runtime:  0.05

   35   |   24    |     FC         EBM     |  = 1/3     | runtime:  0.01

   37   |   24    |     FC     |  = 37/96     | runtime:  0.02

   41   |   24    |    INT        HALF    |  = 19/48     | runtime:  0.01

   43   |   24    |     FC         INT         MID     |  = 29/72     | runtime:  0.13

   47   |   24    |     FC     |  = 25/72     | runtime:  0.03

   49   |   24    |     FC     |  = 49/120     | runtime:  0.03

   53   |   24    |    INT        HALF        MID     |  = 31/72     | runtime:  0.03

   55   |   24    |     FC     |  = 41/96     | runtime:  0.03

   59   |   24    |     FC     |  = 37/96     | runtime:  0.08

   61   |   24    |     FC     |  = 61/144     | runtime:  0.09

   65   |   24    |    INT        HALF        MID     |  = 43/96     | runtime:  0.03

   67   |   24    |     FC     |  = 53/120     | runtime:  0.04

   26   |   25    |    EBM         HBM     |  = 17/50     | runtime:  0.01

   27   |   25    |    EBM         MID     |  = 17/50     | runtime:  0.02

   28   |   25    |    INT         EBM     |  = 1/3     | runtime:  0.01

   29   |   25    |    INT        HALF        EBM         MID         GAP     |  = 17/50     | runtime:  0.09

   31   |   25    |    INT         HBM         MID         GAP     |  = 26/75     | runtime:  0.04

   32   |   25    |    GAP     |  = 44/125     | runtime:  0.07

   33   |   25    |     FC         INT         EBM         MID         GAP     |  = 17/50     | runtime:  0.19

   34   |   25    |     FC         EBM     |  = 1/3     | runtime:  0.02

   36   |   25    |     FC         EBM     |  = 1/3     | runtime:  0.01

   37   |   25    |     FC         EBM     |  = 1/3     | runtime:  0.02

   38   |   25    |     FC     |  = 19/50     | runtime:  0.02

   39   |   25    |     FC     |  = 39/100     | runtime:  0.02

   41   |   25    |    MID     |  = 61/150     | runtime:  0.04

   42   |   25    |    INT        HALF        MID     |  = 41/100     | runtime:  0.04

   43   |   25    |    INT        HALF        MID     |  = 61/150     | runtime:  0.04

   44   |   25    |    INT         MID     |  = 41/100     | runtime:  0.03

   46   |   25    |     FC     |  = 29/75     | runtime:  0.02

   47   |   25    |     FC     |  = 28/75     | runtime:  0.04

   48   |   25    |     FC     |  = 9/25     | runtime:  0.02

   49   |   25    |     FC     |  = 26/75     | runtime:  0.04

   51   |   25    |     FC     |  = 51/125     | runtime:  0.03

   52   |   25    |     FC     |  = 52/125     | runtime:  0.04

   53   |   25    |     FC     |  = 53/125     | runtime:  0.03

   54   |   25    |    GAP     |  = 151/350     | runtime:  0.27

   56   |   25    |    INT        HALF        MID     |  = 87/200     | runtime:  0.05

   57   |   25    |     FC         INT         MID     |  = 43/100     | runtime:  0.09

   58   |   25    |     FC     |  = 21/50     | runtime:  0.03

   59   |   25    |     FC     |  = 41/100     | runtime:  0.05

   61   |   25    |     FC     |  = 39/100     | runtime:  0.09

   62   |   25    |     FC     |  = 19/50     | runtime:  0.03

   63   |   25    |     FC     |  = 21/50     | runtime:  0.03

   64   |   25    |     FC     |  = 32/75     | runtime:  0.04

   66   |   25    |     FC     |  = 11/25     | runtime:  0.02

   67   |   25    |    GAP     |  = 223/500     | runtime:  4.08

   68   |   25    |    INT        HALF        MID     |  = 89/200     | runtime:  0.10

   69   |   25    |    MID     |  = 67/150     | runtime:  0.06

   27   |   26    |     FC         INT         MID     |  = 9/26     | runtime:  0.01

   29   |   26    |    INT         EBM     |  = 1/3     | runtime:  0.01

   31   |   26    |    INT        HALF        EBM     |  = 1/3     | runtime:  0.01

   33   |   26    |    MID         GAP     |  = 9/26     | runtime:  0.03

   35   |   26    |     FC         EBM     |  = 1/3     | runtime:  0.02

   37   |   26    |     FC         EBM     |  = 1/3     | runtime:  0.01

   41   |   26    |     FC     |  = 41/104     | runtime:  0.02

   43   |   26    |    INT         MID     |  = 53/130     | runtime:  0.04

   45   |   26    |    INT        HALF        MID     |  = 16/39     | runtime:  0.03

   47   |   26    |     FC     |  = 31/78     | runtime:  0.02

   49   |   26    |     FC     |  = 29/78     | runtime:  0.04

   51   |   26    |     FC     |  = 9/26     | runtime:  0.03

   53   |   26    |     FC     |  = 53/130     | runtime:  0.04

   55   |   26    |     FC     |  = 11/26     | runtime:  0.02

   57   |   26    |    INT         MID     |  = 181/416     | runtime:  0.37

   59   |   26    |    GAP     |  = 191/442     | runtime:  0.60

   61   |   26    |     FC     |  = 43/104     | runtime:  0.04

   63   |   26    |     FC     |  = 41/104     | runtime:  0.08

   67   |   26    |     FC     |  = 67/156     | runtime:  0.08

   69   |   26    |     FC     |  = 23/52     | runtime:  0.02

   28   |   27    |    EBM     |  = 1/3     | runtime:  0.01

   29   |   27    |    EBM         HBM     |  = 37/108     | runtime:  0.01

   31   |   27    |    GAP     |  = 37/108     | runtime:  0.05

   32   |   27    |    INT        HALF        EBM     |  = 1/3     | runtime:  0.01

   34   |   27    |    INT         HBM         MID         GAP     |  = 16/45     | runtime:  0.06

   35   |   27    |    GAP     |  = 25/72     | runtime:  0.08

   37   |   27    |     FC         EBM     |  = 1/3     | runtime:  0.02

   38   |   27    |     FC         EBM     |  = 1/3     | runtime:  0.02

   40   |   27    |     FC         EBM     |  = 1/3     | runtime:  0.02

   41   |   27    |     FC     |  = 41/108     | runtime:  0.03

   43   |   27    |     FC     |  = 43/108     | runtime:  0.02

   44   |   27    |     FC         INT         MID     |  = 11/27     | runtime:  0.03

   46   |   27    |    INT        HALF    |  = 43/108     | runtime:  0.02

   47   |   27    |    INT         MID     |  = 89/216     | runtime:  0.05

   49   |   27    |     FC     |  = 32/81     | runtime:  0.03

   50   |   27    |     FC     |  = 31/81     | runtime:  0.03

   52   |   27    |     FC     |  = 29/81     | runtime:  0.05

   53   |   27    |     FC     |  = 28/81     | runtime:  0.04

   55   |   27    |     FC     |  = 11/27     | runtime:  0.02

   56   |   27    |     FC     |  = 56/135     | runtime:  0.04

   58   |   27    |     FC         INT         MID     |  = 58/135     | runtime:  0.10

   59   |   27    |    INT         MID     |  = 31/72     | runtime:  0.08

   61   |   27    |    MID     |  = 281/648     | runtime:  2.22

   62   |   27    |     FC     |  = 23/54     | runtime:  0.03

   64   |   27    |     FC     |  = 11/27     | runtime:  0.04

   65   |   27    |     FC     |  = 43/108     | runtime:  0.08

   67   |   27    |     FC     |  = 41/108     | runtime:  0.20

   68   |   27    |     FC     |  = 34/81     | runtime:  0.04

   70   |   27    |     FC     |  = 35/81     | runtime:  0.03

   29   |   28    |    EBM         HBM     |  = 19/56     | runtime:  0.01

   31   |   28    |    INT         EBM         MID         GAP     |  = 19/56     | runtime:  0.09

   33   |   28    |    INT        HALF        EBM     |  = 1/3     | runtime:  0.01

   37   |   28    |     FC         INT         EBM         MID         GAP     |  = 19/56     | runtime:  0.15

   39   |   28    |     FC         EBM     |  = 1/3     | runtime:  0.02

   41   |   28    |     FC         EBM     |  = 1/3     | runtime:  0.02

   43   |   28    |     FC     |  = 43/112     | runtime:  0.03

   45   |   28    |     FC         INT         MID     |  = 45/112     | runtime:  0.22

   47   |   28    |    INT        HALF        MID     |  = 23/56     | runtime:  0.03

   51   |   28    |     FC     |  = 11/28     | runtime:  0.02

   53   |   28    |     FC     |  = 31/84     | runtime:  0.04

   55   |   28    |     FC     |  = 29/84     | runtime:  0.04

   57   |   28    |     FC     |  = 57/140     | runtime:  0.05

   59   |   28    |     FC     |  = 59/140     | runtime:  0.03

   61   |   28    |    INT         MID     |  = 97/224     | runtime:  0.08

